CHEQUEESPECIAL;USO_CREDITO;HISTORICO_CREDITO;PROPOSITO;BALANCO_ATUAL;BALANCO_MEDIO_CREDITO;EMPREGADO;LOCAL;ESTADOCIVIL;OUTRASFUNCOES;RESIDENCIADESDE;TIPOSBENS;IDADE;OUTROSPLANOSPGTO;RESIDENCIA;CREDITOSEXISTENTES;EMPREGO;DEPENDENTES;TRABAESTRANGEIRO;CLASSE
sem cheque;6;crítica / outros de crédito existente;Computador/TV;1740;<100;>=7;2;masculino casado/viuvo;nenhum;2;bens imóveis;30;nenhum;alugada;2;especializado;1;sim;bom
0<=X<200;21;atrasos anteriores;carro novo;2353;<100;1<=X<4;1;masculino div/sep;nenhum;4;seguro de vida;47;nenhum;própria;2;especializado;1;sim;bom
sem cheque;15;existente e pago;carro novo;3556;nenhuma economia conhecida;1<=X<4;3;masculino solteiro;nenhum;2;nenhuma conhecida;29;nenhum;própria;1;especializado;1;sim;bom
sem cheque;24;existente e pago;Computador/TV;2397;500<=X<1000;>=7;3;masculino solteiro;nenhum;2;carro;35;banco;própria;2;especializado;1;sim;ruim
0<=X<200;6;existente e pago;obras;454;<100;<1;3;masculino casado/viuvo;nenhum;1;seguro de vida;22;nenhum;própria;1;não especializado;1;sim;bom
0<=X<200;30;existente e pago;Computador/TV;1715;nenhuma economia conhecida;1<=X<4;4;fem div/cas;nenhum;1;carro;26;nenhum;própria;1;especializado;1;sim;bom
0<=X<200;27;crítica / outros de crédito existente;Computador/TV;2520;500<=X<1000;1<=X<4;4;masculino solteiro;nenhum;2;seguro de vida;23;nenhum;própria;2;não especializado;1;sim;ruim
sem cheque;15;existente e pago;Computador/TV;3568;<100;>=7;4;fem div/cas;nenhum;2;carro;54;banco;alugada;1;alta qualificação/autonomo/Gerente;1;sim;bom
sem cheque;42;existente e pago;Computador/TV;7166;nenhuma economia conhecida;4<=X<7;2;masculino casado/viuvo;nenhum;4;seguro de vida;29;nenhum;alugada;1;especializado;1;sim;bom
<0;11;crítica / outros de crédito existente;carro novo;3939;<100;1<=X<4;1;masculino solteiro;nenhum;2;bens imóveis;40;nenhum;própria;2;não especializado;2;sim;bom
0<=X<200;15;existente e pago;obras;1514;100<=X<500;1<=X<4;4;masculino solteiro;fiador;2;bens imóveis;22;nenhum;própria;1;especializado;1;sim;bom
sem cheque;24;existente e pago;carro novo;7393;<100;1<=X<4;1;masculino solteiro;nenhum;4;seguro de vida;43;nenhum;própria;1;não especializado;2;sim;bom
<0;24;todos pagos;carro novo;1193;<100;desempregado;1;fem div/cas;co requerente;4;nenhuma conhecida;29;nenhum;alugada;2;unemp/unespecializado non res;1;sim;ruim
<0;60;existente e pago;negócios;7297;<100;>=7;4;masculino solteiro;co requerente;4;nenhuma conhecida;36;nenhum;alugada;1;especializado;1;sim;ruim
sem cheque;30;crítica / outros de crédito existente;Computador/TV;2831;<100;1<=X<4;4;fem div/cas;nenhum;2;carro;33;nenhum;própria;1;especializado;1;sim;bom
>=200;24;existente e pago;Computador/TV;1258;500<=X<1000;1<=X<4;3;fem div/cas;nenhum;3;carro;57;nenhum;própria;1;não especializado;1;sim;bom
0<=X<200;6;existente e pago;Computador/TV;753;<100;1<=X<4;2;fem div/cas;fiador;3;bens imóveis;64;nenhum;própria;1;especializado;1;sim;bom
0<=X<200;18;atrasos anteriores;negócios;2427;nenhuma economia conhecida;>=7;4;masculino solteiro;nenhum;2;seguro de vida;42;nenhum;própria;2;especializado;1;sim;bom
sem cheque;24;atrasos anteriores;carro novo;2538;<100;>=7;4;masculino solteiro;nenhum;4;carro;47;nenhum;própria;2;não especializado;2;sim;ruim
0<=X<200;15;todos pagos;carro novo;1264;100<=X<500;1<=X<4;2;masculino casado/viuvo;nenhum;2;seguro de vida;25;nenhum;alugada;1;especializado;1;sim;ruim
0<=X<200;30;crítica / outros de crédito existente;mobilia/equipamento;8386;<100;4<=X<7;2;masculino solteiro;nenhum;2;seguro de vida;49;nenhum;própria;1;especializado;1;sim;ruim
sem cheque;48;existente e pago;negócios;4844;<100;desempregado;3;masculino solteiro;nenhum;2;carro;33;banco;alugada;1;alta qualificação/autonomo/Gerente;1;sim;ruim
>=200;21;existente e pago;carro novo;2923;100<=X<500;1<=X<4;1;fem div/cas;nenhum;1;carro;28;banco;própria;1;alta qualificação/autonomo/Gerente;1;sim;bom
<0;36;existente e pago;carro usado;8229;<100;1<=X<4;2;masculino solteiro;nenhum;2;seguro de vida;26;nenhum;própria;1;especializado;2;sim;ruim
sem cheque;24;crítica / outros de crédito existente;mobilia/equipamento;2028;<100;4<=X<7;2;masculino solteiro;nenhum;2;seguro de vida;30;nenhum;própria;2;não especializado;1;sim;bom
<0;15;crítica / outros de crédito existente;mobilia/equipamento;1433;<100;1<=X<4;4;fem div/cas;nenhum;3;seguro de vida;25;nenhum;alugada;2;especializado;1;sim;bom
>=200;42;sem créditos/todos pagos;negócios;6289;<100;<1;2;masculino div/sep;nenhum;1;seguro de vida;33;nenhum;própria;2;especializado;1;sim;bom
sem cheque;13;existente e pago;Computador/TV;1409;100<=X<500;desempregado;2;fem div/cas;nenhum;4;bens imóveis;64;nenhum;própria;1;especializado;1;sim;bom
<0;24;existente e pago;carro usado;6579;<100;desempregado;4;masculino solteiro;nenhum;2;nenhuma conhecida;29;nenhum;gratuitamente;1;alta qualificação/autonomo/Gerente;1;sim;bom
0<=X<200;24;crítica / outros de crédito existente;Computador/TV;1743;<100;>=7;4;masculino solteiro;nenhum;2;seguro de vida;48;nenhum;própria;2;não especializado;1;sim;bom
sem cheque;12;crítica / outros de crédito existente;educação;3565;nenhuma economia conhecida;<1;2;masculino solteiro;nenhum;1;seguro de vida;37;nenhum;própria;2;não especializado;2;sim;bom
sem cheque;15;todos pagos;Computador/TV;1569;100<=X<500;>=7;4;masculino solteiro;nenhum;4;carro;34;banco;própria;1;não especializado;2;sim;bom
<0;18;existente e pago;Computador/TV;1936;nenhuma economia conhecida;4<=X<7;2;masculino casado/viuvo;nenhum;4;carro;23;nenhum;alugada;2;não especializado;1;sim;bom
<0;36;existente e pago;mobilia/equipamento;3959;<100;desempregado;4;masculino solteiro;nenhum;3;seguro de vida;30;nenhum;própria;1;alta qualificação/autonomo/Gerente;1;sim;bom
sem cheque;12;existente e pago;carro novo;2390;nenhuma economia conhecida;>=7;4;masculino solteiro;nenhum;3;carro;50;nenhum;própria;1;especializado;1;sim;bom
sem cheque;12;existente e pago;mobilia/equipamento;1736;<100;4<=X<7;3;fem div/cas;nenhum;4;bens imóveis;31;nenhum;própria;1;não especializado;1;sim;bom
<0;30;existente e pago;carro usado;3857;<100;1<=X<4;4;masculino div/sep;nenhum;4;seguro de vida;40;nenhum;própria;1;alta qualificação/autonomo/Gerente;1;sim;bom
sem cheque;12;existente e pago;Computador/TV;804;<100;>=7;4;masculino solteiro;nenhum;4;carro;38;nenhum;própria;1;especializado;1;sim;bom
<0;45;existente e pago;Computador/TV;1845;<100;1<=X<4;4;masculino solteiro;nenhum;4;nenhuma conhecida;23;nenhum;gratuitamente;1;especializado;1;sim;ruim
0<=X<200;45;crítica / outros de crédito existente;carro usado;4576;100<=X<500;desempregado;3;masculino solteiro;nenhum;4;carro;27;nenhum;própria;1;especializado;1;sim;bom
